pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,pickup_date,dropoff_date,trip_duration
9.40621317,-0.84185733,9.417707,-0.85033983,19-12-17,19-12-17,420
9.40435167,-0.85195533,9.40640733,-0.84171767,19-12-17,19-12-17,1080
9.4189065,-0.85137933,9.404198,-0.85320333,19-12-17,19-12-17,1020
9.4216515,-0.84164917,9.418166,-0.850888,19-12-17,19-12-17,780
9.41576483,-0.848989,9.46240167,-0.8654855,19-12-17,19-12-17,840
9.46240167,-0.8654855,9.46240167,-0.8654855,19-12-17,19-12-17,420
9.41785,-0.85047533,9.40391383,-0.841233,19-12-17,19-12-17,480
9.404216,-0.85673,9.41768733,-0.8502705,19-12-17,19-12-17,2520
9.46240167,-0.8654855,9.40450467,-0.86040483,19-12-17,19-12-17,240
9.46240167,-0.8654855,9.417709,-0.8502035,19-12-17,19-12-17,2580
9.41336367,-0.84740233,9.41867167,-0.84995183,20-12-19,20-12-19,0
9.46240167,-0.8654855,9.41801067,-0.85010917,20-12-19,20-12-19,0
9.46240167,-0.8654855,9.46240167,-0.8654855,20-12-19,20-12-19,420
9.41822267,-0.85083217,9.41769567,-0.85021783,20-12-19,20-12-19,1020
9.4500209,-0.8587548,9.41771967,-0.85015317,20-12-19,20-12-19,720
9.46240167,-0.8654855,9.4500209,-0.8587548,20-12-19,20-12-19,420
9.46240167,-0.8654855,9.46240167,-0.8654855,20-12-19,20-12-19,1620
9.40122333,-0.84682233,9.46240167,-0.8654855,20-12-19,20-12-19,300
9.46240167,-0.8654855,9.46240167,-0.8654855,20-12-19,20-12-19,480
9.417721,-0.85017683,9.40122333,-0.84682233,20-12-19,20-12-19,300
9.46240167,-0.8654855,9.41770433,-0.8502555,20-12-19,20-12-19,2460
9.46240167,-0.8654855,9.46240167,-0.8654855,20-12-19,20-12-19,1320
9.46240167,-0.8654855,9.4044915,-0.84172583,20-12-19,20-12-19,540
9.4056515,-0.86038483,9.46240167,-0.8654855,20-12-19,20-12-19,1080
9.46240167,-0.8654855,9.40483783,-0.86027867,20-12-19,20-12-19,540
9.46240167,-0.8654855,9.46240167,-0.8654855,20-12-19,20-12-19,480
9.41886667,-0.85131117,9.46240167,-0.8654855,20-12-19,20-12-19,660
9.40609367,-0.86058033,9.46240167,-0.8654855,20-12-19,20-12-19,360
9.46240167,-0.8654855,9.404815,-0.86027517,20-12-19,20-12-19,600
9.46240167,-0.8654855,9.46240167,-0.8654855,20-12-19,20-12-19,900
9.46240167,-0.8654855,9.46240167,-0.8654855,20-12-19,20-12-19,420
9.41739483,-0.85056867,9.46240167,-0.8654855,20-12-19,20-12-19,900
9.46240167,-0.8654855,9.41775183,-0.85021233,20-12-19,20-12-19,840
9.41702,-0.84992283,9.41739483,-0.85056867,21-12-19,21-12-19,0
9.46240167,-0.8654855,9.4178645,-0.8501055,21-12-19,21-12-19,0
9.4592425,-0.86771533,9.46240167,-0.8654855,21-12-19,21-12-19,3300
9.45572067,-0.86780567,9.45969733,-0.867831,21-12-19,21-12-19,3900
9.40504067,-0.86031217,9.4555105,-0.86808817,21-12-19,21-12-19,120
9.47765117,-0.86974283,9.404577,-0.8604495,21-12-19,21-12-19,2520
9.4170455,-0.84996367,9.47803283,-0.86895667,21-12-19,21-12-19,1220
9.40223817,-0.83971617,9.42034467,-0.85242133,21-12-19,21-12-19,2220
9.46240167,-0.8654855,9.40395667,-0.84135017,21-12-19,21-12-19,480
9.46240167,-0.8654855,9.46240167,-0.8654855,21-12-19,21-12-19,420
9.40575417,-0.8428565,9.46240167,-0.8654855,21-12-19,21-12-19,2340
9.46240167,-0.8654855,9.40657,-0.84251633,21-12-19,21-12-19,840
9.46240167,-0.8654855,9.41771417,-0.850234,21-12-19,21-12-19,300
9.46240167,-0.8654855,9.4177515,-0.84999317,21-12-19,21-12-19,0
9.41583733,-0.84913,9.41784267,-0.85029,21-12-19,21-12-19,0
9.46240167,-0.8654855,9.4181635,-0.85030583,22-12-19,22-12-19,0
9.46240167,-0.8654855,9.46240167,-0.8654855,22-12-19,22-12-19,0
9.42025817,-0.8524845,9.46240167,-0.8654855,22-12-19,22-12-19,660
9.418298,-0.85091283,9.4231885,-0.85471033,22-12-19,22-12-19,780
9.46240167,-0.8654855,9.41774867,-0.85028467,22-12-19,22-12-19,300
9.46240167,-0.8654855,9.46240167,-0.8654855,22-12-19,22-12-19,180
9.417693,-0.85020967,9.46240167,-0.8654855,22-12-19,22-12-19,180
9.47527217,-0.8703425,9.41771117,-0.8502765,22-12-19,22-12-19,2820
9.4765995,-0.87038333,9.47519733,-0.86877833,22-12-19,22-12-19,1320
9.41755267,-0.85065433,9.47527217,-0.8703425,22-12-19,22-12-19,4020
9.41783217,-0.85031233,9.41769667,-0.85031283,22-12-19,22-12-19,0
9.46240167,-0.8654855,9.41755267,-0.85065433,22-12-19,22-12-19,1020
9.46240167,-0.8654855,9.41783217,-0.85031233,22-12-19,22-12-19,0
9.46240167,-0.8654855,9.41796417,-0.85028417,23-12-19,23-12-19,0
9.41730767,-0.85018933,9.41807717,-0.85034717,23-12-19,23-12-19,0
9.4057065,-0.8410175,9.4179925,-0.8501085,23-12-19,23-12-19,0
9.46240167,-0.8654855,9.40712017,-0.84090617,23-12-19,23-12-19,0
9.404216,-0.8511995,9.40384183,-0.84113517,23-12-19,23-12-19,660
9.4044235,-0.85656133,9.4042235,-0.851406,23-12-19,23-12-19,240
9.46465233,-0.82147967,9.4022995,-0.85080633,23-12-19,23-12-19,3780
9.4111235,-0.84216417,9.46355683,-0.82093867,23-12-19,23-12-19,240
9.46432167,-0.82121567,9.46240167,-0.8654855,23-12-19,23-12-19,3600
9.41768067,-0.85035083,9.46351683,-0.82089683,23-12-19,23-12-19,840
9.40424867,-0.85296233,9.4176945,-0.85017,23-12-19,23-12-19,900
9.41892967,-0.8513345,9.40417867,-0.85326833,23-12-19,23-12-19,2160
9.46240167,-0.8654855,9.417723,-0.85024067,23-12-19,23-12-19,360
9.4330965,-0.87696,9.46240167,-0.8654855,23-12-19,23-12-19,360
9.46240167,-0.8654855,9.43279483,-0.87869867,23-12-19,23-12-19,420
9.4458505,-0.84435,9.46240167,-0.8654855,23-12-19,23-12-19,1080
9.41775183,-0.8502775,9.46240167,-0.8654855,23-12-19,23-12-19,960
9.46240167,-0.8654855,9.4177055,-0.85026183,23-12-19,23-12-19,120
9.41767233,-0.85032783,9.41775183,-0.8502775,24-12-19,24-12-19,540
9.44070483,-0.8630535,9.41812417,-0.85040917,24-12-19,24-12-19,0
9.4197955,-0.85201633,9.44472217,-0.86398533,24-12-19,24-12-19,0
9.450651,-0.866666,9.417735,-0.85018333,24-12-19,24-12-19,1500
9.38659767,-0.85906083,9.4505775,-0.8669015,24-12-19,24-12-19,1140
9.45360117,-0.86293167,9.38676017,-0.8588775,24-12-19,24-12-19,1860
9.42907367,-0.85955367,9.4533805,-0.866148,24-12-19,24-12-19,1140
9.46240167,-0.8654855,9.42901267,-0.85959767,24-12-19,24-12-19,3360
9.40426583,-0.85938533,9.41774017,-0.85021267,24-12-19,24-12-19,360
9.37436483,-0.8925905,9.40457733,-0.86045217,24-12-19,24-12-19,660
9.46240167,-0.8654855,9.37350017,-0.893111,24-12-19,24-12-19,1380
9.46240167,-0.8654855,9.46240167,-0.8654855,24-12-19,24-12-19,2640
9.42273033,-0.852898,9.46240167,-0.8654855,24-12-19,24-12-19,1020
9.46240167,-0.8654855,9.42512217,-0.847763,24-12-19,24-12-19,1200
9.4050725,-0.84199717,9.41774,-0.850208,24-12-19,24-12-19,1
9.4560945,-0.8601565,9.403464,-0.84278833,24-12-19,24-12-19,360
9.40472683,-0.84189433,9.456058,-0.86008817,24-12-19,24-12-19,540
9.41440183,-0.84808567,9.403919,-0.84127483,24-12-19,24-12-19,1740
9.46240167,-0.8654855,9.41772817,-0.85024033,24-12-19,24-12-19,1380
9.46240167,-0.8654855,9.46240167,-0.8654855,24-12-19,24-12-19,480
9.46240167,-0.8654855,9.4175395,-0.8499985,24-12-19,24-12-19,1140
9.46240167,-0.8654855,9.41807017,-0.85032317,,,2040
9.46240167,-0.8654855,9.41801217,-0.85044433,,,0
9.46240167,-0.8654855,9.37802817,-0.81198133,,,0
9.46240167,-0.8654855,9.37802817,-0.81198133,,,0
,,9.43026517,-0.83749433,,,0
,,9.41806517,-0.85029533,,,0
,,,,,,0
,,,,,,0
